name,model,serial,ip,software,module_ip,module_num,firmware,hw,last_seen
WILLARD-B042-00A-ESW-1,WS-C3850-48P-L,FOC2142X1DS,10.100.10.103,DENALI 16.3.8,0.0.0.0,3,,V07,4/27/20 1:00
WILLARD-B042-00A-ESW-1,WS-C3850-48P-L,FCW2143C0QZ,10.100.10.103,DENALI 16.3.8,0.0.0.0,2,,V07,4/27/20 1:00
750NLSD-12-190-ESW-1,3850-STACK,FCW2022C1JZ,10.100.22.33,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
750NLSD-12-190-ESW-1,WS-C3850-48P-L,FOC1903X06N,10.100.22.33,DENALI 16.3.9,0.0.0.0,1,,V05,4/27/20 1:00
750NLSD-12-190-ESW-1,WS-C3850-48P-L,FCW2022C1JZ,10.100.22.33,DENALI 16.3.9,0.0.0.0,2,,V06,4/27/20 1:00
750NLSD-12-190-ESW-1,WS-C3850-48P-L,FOC1903U0MD,10.100.22.33,DENALI 16.3.9,0.0.0.0,3,,V05,4/27/20 1:00
WILLARD-B042-00A-ESW-1,WS-C3850-48P-L,FOC2120U0QT,10.100.10.103,DENALI 16.3.8,0.0.0.0,1,,V07,4/27/20 1:00
WILLARD-B042-00A-ESW-1,3850-STACK,FOC2120U0QT,10.100.10.103,DENALI 16.3.8,0.0.0.0,0,,,4/27/20 1:00
700UNIV-1-ESW-1,WS-C3850-48P-L,FOC2120L0L1,10.100.10.101,DENALI 16.3.9,0.0.0.0,0,,V07,4/27/20 1:00
TECH-RTR-6,N7K-M108X2-12L,JAF1626BHKR,199.249.169.169,6.2(20A),0.0.0.0,2,6.2(20A),V04,4/27/20 1:00
345SUP-15-ESW-1,3850-STACK,FCW1818C0J0,10.100.24.43,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
HEALTH-B-ESW-1,3850-STACK,FOC2035X0J1,10.100.10.95,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
HEALTH-B-ESW-1,WS-C3850-48P-L,FCW2035D0EY,10.100.10.95,DENALI 16.3.9,0.0.0.0,6,,V07,4/27/20 1:00
HEALTH-B-ESW-1,WS-C3850-48P-L,FOC2035X0J7,10.100.10.95,DENALI 16.3.9,0.0.0.0,5,,V07,4/27/20 1:00
HEALTH-B-ESW-1,WS-C3850-48P-L,FOC2035X0J1,10.100.10.95,DENALI 16.3.9,0.0.0.0,4,,V07,4/27/20 1:00
345SUP-15-ESW-1,WS-C3850-48P-L,FCW1818C0J0,10.100.24.43,DENALI 16.3.9,0.0.0.0,1,,V03,4/27/20 1:00
345SUP-15-ESW-1,WS-C3850-48P-L,FCW2106F0XE,10.100.24.43,DENALI 16.3.9,0.0.0.0,2,,V07,4/27/20 1:00
TECH-RTR-6,N7K-F248XP-25E,JAE203804HX,199.249.169.169,6.2(20A),0.0.0.0,3,6.2(20A),V02,4/27/20 1:00
TECH-RTR-6,N7K-F248XP-25E,JAE202206T2,199.249.169.169,6.2(20A),0.0.0.0,4,6.2(20A),V02,4/27/20 1:00
TECH-RTR-6,N7K-SUP2E,JAE1914001T,199.249.169.169,6.2(20A),0.0.0.0,5,6.2(20A),V03,4/27/20 1:00
ENGLHRT-3-ESW-1,WS-C3750X-48P,FDO1617R36L,10.100.10.41,15.0(2)SE8,0.0.0.0,2,,V02,4/27/20 1:00
ENGLHRT-3-ESW-1,WS-C3750X-24P,FDO1639Z0HA,10.100.10.41,15.0(2)SE8,0.0.0.0,3,,V03,4/27/20 1:00
2020RDG-180-ESW-2,WS-C3850-24P-L,FOC1710V0C8,10.100.10.45,DENALI 16.3.9,0.0.0.0,0,,V01,4/27/20 1:00
2020RDG-2-ESW-1,3750-STACK,0X0F,10.100.10.46,15.2(4)E6,0.0.0.0,0,,,4/27/20 1:00
2020RDG-2-ESW-1,WS-C3750X-48P,FDO1537K119,10.100.10.46,15.2(4)E6,0.0.0.0,1,,V02,4/27/20 1:00
2020RDG-2-ESW-1,WS-C3750X-48P,FDO1617V0S7,10.100.10.46,15.2(4)E6,0.0.0.0,2,,V02,4/27/20 1:00
2020RDG-2-ESW-1,WS-C3750X-24P,FDO1717H0C5,10.100.10.46,15.2(4)E6,0.0.0.0,3,,V04,4/27/20 1:00
2020RDG-4-ESW-2,3850-STACK,FOC2220X03Q,10.100.10.50,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
2020RDG-4-ESW-2,WS-C3850-48P-L,FOC2220X03Q,10.100.10.50,DENALI 16.3.9,0.0.0.0,1,,V07,4/27/20 1:00
SEAWEST-B-ESW-1,3850-STACK,FCW1833C04H,10.100.8.166,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
SEAWEST-224-ESW-1,WS-C3850-48P-L,FCW2001F0JN,10.100.8.168,DENALI 16.3.9,0.0.0.0,6,,V06,4/27/20 1:00
SEAWEST-224-ESW-1,WS-C3850-48P-L,FCW1824C03Q,10.100.8.168,DENALI 16.3.9,0.0.0.0,2,,V03,4/27/20 1:00
SEAWEST-224-ESW-1,WS-C3850-48P-L,FOC1816X084,10.100.8.168,DENALI 16.3.9,0.0.0.0,3,,V03,4/27/20 1:00
SEAWEST-224-ESW-1,WS-C3850-48P-L,FOC1820X0TW,10.100.8.168,DENALI 16.3.9,0.0.0.0,4,,V03,4/27/20 1:00
SEAWEST-224-ESW-1,WS-C3850-48P-L,FCW2001C192,10.100.8.168,DENALI 16.3.9,0.0.0.0,5,,V06,4/27/20 1:00
EVDC-RTR-1,N7K-F248XP-25E,JAF1706ADPH,199.249.169.179,6.2(20A),0.0.0.0,12,6.2(20A),V01,4/27/20 1:00
TECH-EB28-ESW-2,3850-STACK,FOC1838X130,10.100.6.72,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
TECH-EB28-ESW-2,WS-C3850-48P-L,FOC1838U153,10.100.6.72,DENALI 16.3.9,0.0.0.0,1,,V04,4/27/20 1:00
TECH-EB28-ESW-2,WS-C3850-48P-L,FOC1838X130,10.100.6.72,DENALI 16.3.9,0.0.0.0,2,,V04,4/27/20 1:00
TECH-EB28-ESW-2,WS-C3850-48P-L,FOC1838U14B,10.100.6.72,DENALI 16.3.9,0.0.0.0,3,,V04,4/27/20 1:00
TECH-EB28-ESW-2,WS-C3850-48P-L,FOC1832X1FR,10.100.6.72,DENALI 16.3.9,0.0.0.0,4,,V03,4/27/20 1:00
TECH-EG28-ESW-5,3750-STACK,0X0F,10.100.6.53,15.2(4)E6,0.0.0.0,0,,,4/27/20 1:00
TECH-EG28-ESW-5,WS-C3750X-48P,FDO1433P066,10.100.6.53,15.2(4)E6,0.0.0.0,1,,V01,4/27/20 1:00
TECH-EG28-ESW-5,WS-C3750X-48P,FDO1527P20K,10.100.6.53,15.2(4)E6,0.0.0.0,2,,V02,4/27/20 1:00
TECH-EG28-ESW-5,WS-C3750X-48P,FDO1528R0G4,10.100.6.53,15.2(4)E6,0.0.0.0,3,,V02,4/27/20 1:00
TECH-EG28-ESW-5,WS-C3750X-48P,FDO1717P2AN,10.100.6.53,15.2(4)E6,0.0.0.0,4,,V04,4/27/20 1:00
TECH-F145-ESW-1,3850-STACK,FCW1838C182,10.100.6.105,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
TECH-F145-ESW-1,WS-C3850-48P-L,FOC1838U12F,10.100.6.105,DENALI 16.3.9,0.0.0.0,1,,V04,4/27/20 1:00
TECH-F145-ESW-1,WS-C3850-48P-L,FCW1838C182,10.100.6.105,DENALI 16.3.9,0.0.0.0,2,,V04,4/27/20 1:00
TECH-F145-ESW-1,WS-C3850-48P-L,FOC1820U182,10.100.6.105,DENALI 16.3.9,0.0.0.0,3,,V03,4/27/20 1:00
TECH-F145-ESW-1,WS-C3850-48P-L,FOC1820U186,10.100.6.105,DENALI 16.3.9,0.0.0.0,4,,V03,4/27/20 1:00
TECH-F145-ESW-1,WS-C3850-48P-L,FCW1820C0PX,10.100.6.105,DENALI 16.3.9,0.0.0.0,5,,V03,4/27/20 1:00
TECH-F145-ESW-1,WS-C3850-48P-L,FCW1828C0SB,10.100.6.105,DENALI 16.3.9,0.0.0.0,6,,V03,4/27/20 1:00
TECH-F257-ESW-1,3850-STACK,FCW1838C17Q,10.100.6.106,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
TECH-F257-ESW-1,WS-C3850-48P-L,FOC1820U197,10.100.6.106,DENALI 16.3.9,0.0.0.0,1,,V03,4/27/20 1:00
TECH-F257-ESW-1,WS-C3850-48P-L,FCW1838C17Q,10.100.6.106,DENALI 16.3.9,0.0.0.0,2,,V04,4/27/20 1:00
TECH-F257-ESW-1,WS-C3850-48P-L,FOC1819X126,10.100.6.106,DENALI 16.3.9,0.0.0.0,3,,V03,4/27/20 1:00
TECH-F257-ESW-1,WS-C3850-48P-L,FOC1820U1D2,10.100.6.106,DENALI 16.3.9,0.0.0.0,4,,V03,4/27/20 1:00
TECH-F257-ESW-1,WS-C3850-48P-L,FCW1820C0QW,10.100.6.106,DENALI 16.3.9,0.0.0.0,5,,V03,4/27/20 1:00
TECH-F286-ESW-1,3750-STACK,FDO1629R4PV,10.100.6.83,15.2(4)E6,0.0.0.0,0,,,4/27/20 1:00
TECH-F286-ESW-1,WS-C3750X-48P,FDO1537Z06N,10.100.6.83,15.2(4)E6,0.0.0.0,1,,V02,4/27/20 1:00
TECH-F286-ESW-1,WS-C3750X-48P,FDO1537R0B4,10.100.6.83,15.2(4)E6,0.0.0.0,2,,V02,4/27/20 1:00
TECH-F286-ESW-1,WS-C3750X-48P,FDO1537Z0G1,10.100.6.83,15.2(4)E6,0.0.0.0,3,,V02,4/27/20 1:00
TECH-F286-ESW-1,WS-C3750X-48P,FDO1537V0A9,10.100.6.83,15.2(4)E6,0.0.0.0,4,,V02,4/27/20 1:00
TECH-F286-ESW-1,WS-C3750X-48P,FDO1537V0AG,10.100.6.83,15.2(4)E6,0.0.0.0,5,,V02,4/27/20 1:00
TECH-F286-ESW-1,WS-C3750X-48P,FDO1537P0EA,10.100.6.83,15.2(4)E6,0.0.0.0,6,,V02,4/27/20 1:00
TECH-F286-ESW-1,WS-C3750X-48P,FDO1629R4PV,10.100.6.83,15.2(4)E6,0.0.0.0,7,,V03,4/27/20 1:00
TECH-F286-ESW-1,WS-C3750X-48P,FDO1629R4P1,10.100.6.83,15.2(4)E6,0.0.0.0,8,,V03,4/27/20 1:00
TECH-F286-ESW-2,3750-STACK,FDO1706R1M9,10.100.6.88,15.2(4)E6,0.0.0.0,0,,,4/27/20 1:00
TECH-F286-ESW-2,WS-C3750X-48P,FDO1649Z2KV,10.100.6.88,15.2(4)E6,0.0.0.0,1,,V04,4/27/20 1:00
TECH-F286-ESW-2,WS-C3750X-48P,FDO1648Z1GC,10.100.6.88,15.2(4)E6,0.0.0.0,2,,V04,4/27/20 1:00
TECH-F286-ESW-2,WS-C3750X-48P,FDO1706R1M9,10.100.6.88,15.2(4)E6,0.0.0.0,3,,V04,4/27/20 1:00
TECH-F286-ESW-2,WS-C3750X-24P,FDO1526K0RA,10.100.6.88,15.2(4)E6,0.0.0.0,4,,V02,4/27/20 1:00
TECH-F286-ESW-2,WS-C3750X-48P,FDO1649Z2LA,10.100.6.88,15.2(4)E6,0.0.0.0,5,,V04,4/27/20 1:00
TECH-G115-ESW-1,3750-STACK,FDO1650P171,10.100.6.52,15.2(4)E6,0.0.0.0,0,,,4/27/20 1:00
TECH-G115-ESW-1,WS-C3750X-48P,FDO1527P212,10.100.6.52,15.2(4)E6,0.0.0.0,1,,V02,4/27/20 1:00
TECH-G115-ESW-1,WS-C3750X-48P,FDO1717W015,10.100.6.52,15.2(4)E6,0.0.0.0,2,,V04,4/27/20 1:00
TECH-G115-ESW-1,WS-C3750X-48P,FDO1650P171,10.100.6.52,15.2(4)E6,0.0.0.0,3,,V04,4/27/20 1:00
TECH-G213-ESW-1,3850-STACK,FCW1828C0SA,10.100.6.107,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
TECH-G213-ESW-1,WS-C3850-48P-L,FCW1828C0SA,10.100.6.107,DENALI 16.3.9,0.0.0.0,1,,V03,4/27/20 1:00
TECH-G213-ESW-1,WS-C3850-48P-L,FOC1829X11F,10.100.6.107,DENALI 16.3.9,0.0.0.0,2,,V03,4/27/20 1:00
TECH-G213-ESW-1,WS-C3850-48P-L,FOC1828U0SR,10.100.6.107,DENALI 16.3.9,0.0.0.0,3,,V03,4/27/20 1:00
TARRY-IDF-ESW-1,3850-STACK,FCW2120C0C8,165.124.133.60,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
TARRY-IDF-ESW-1,WS-C3850-48P-L,FOC1803X0A3,165.124.133.60,DENALI 16.3.9,0.0.0.0,1,,V03,4/27/20 1:00
TARRY-IDF-ESW-1,WS-C3850-48P-L,FOC1807U0Q2,165.124.133.60,DENALI 16.3.9,0.0.0.0,2,,V03,4/27/20 1:00
TARRY-IDF-ESW-1,WS-C3850-48P-L,FOC1807X0RH,165.124.133.60,DENALI 16.3.9,0.0.0.0,3,,V03,4/27/20 1:00
TARRY-IDF-ESW-1,WS-C3850-48P-L,FOC1803X0AF,165.124.133.60,DENALI 16.3.9,0.0.0.0,4,,V03,4/27/20 1:00
TARRY-IDF-ESW-1,WS-C3850-48P-L,FCW1820C0GZ,165.124.133.60,DENALI 16.3.9,0.0.0.0,5,,V03,4/27/20 1:00
TARRY-IDF-ESW-1,WS-C3850-48P-L,FOC2001X1H7,165.124.133.60,DENALI 16.3.9,0.0.0.0,6,,V06,4/27/20 1:00
TARRY-IDF-ESW-1,WS-C3850-12X48U-L,FCW2120C0C8,165.124.133.60,DENALI 16.3.9,0.0.0.0,7,,V02,4/27/20 1:00
TARRY-IDF-ESW-3,3850-STACK,FOC1807Y5H0,165.124.133.30,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
TARRY-IDF-ESW-3,WS-C3850-48P-L,FOC1801Y25Y,165.124.133.30,DENALI 16.3.9,0.0.0.0,1,,V03,4/27/20 1:00
TARRY-IDF-ESW-3,WS-C3850-48P-L,FOC1801U0JC,165.124.133.30,DENALI 16.3.9,0.0.0.0,2,,V03,4/27/20 1:00
TARRY-IDF-ESW-3,WS-C3850-48P-L,FOC1801U0NL,165.124.133.30,DENALI 16.3.9,0.0.0.0,3,,V03,4/27/20 1:00
TARRY-IDF-ESW-3,WS-C3850-48P-L,FOC1807Y5H0,165.124.133.30,DENALI 16.3.9,0.0.0.0,4,,V03,4/27/20 1:00
TARRY-IDF-ESW-3,WS-C3850-48P-L,FOC1807X0Q4,165.124.133.30,DENALI 16.3.9,0.0.0.0,5,,V03,4/27/20 1:00
TARRY-IDF-ESW-3,WS-C3850-48P-L,FOC1801X0DE,165.124.133.30,DENALI 16.3.9,0.0.0.0,6,,V03,4/27/20 1:00
TARRY-IDF-ESW-3,WS-C3850-48P-L,FOC1810U0BN,165.124.133.30,DENALI 16.3.9,0.0.0.0,7,,V03,4/27/20 1:00
SOFTBALL-GO-ESW-1,WS-C3850-48P-L,FCW2142F1K7,10.100.8.155,DENALI 16.3.9,0.0.0.0,0,,V07,4/27/20 1:00
SWIFT-ANNEX-ESW-1,3850-STACK,FOC2050U04P,10.100.8.78,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
SWIFT-ANNEX-ESW-1,WS-C3850-48P-L,FCW2050C0A3,10.100.8.78,DENALI 16.3.9,0.0.0.0,1,,V07,4/27/20 1:00
SWIFT-ANNEX-ESW-1,WS-C3850-48P-L,FOC2050U04P,10.100.8.78,DENALI 16.3.9,0.0.0.0,2,,V07,4/27/20 1:00
SWIFT-ANNEX-ESW-1,WS-C3850-48P-L,FCW2050C0A9,10.100.8.78,DENALI 16.3.9,0.0.0.0,3,,V07,4/27/20 1:00
SWIFT-ANNEX-ESW-1,WS-C3850-48P-L,FCW2050C0AA,10.100.8.78,DENALI 16.3.9,0.0.0.0,4,,V07,4/27/20 1:00
SWIFT-B-ESW-1,3850-STACK,FOC2038X1ED,10.100.8.77,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
SWIFT-B-ESW-1,WS-C3850-48P-L,FOC2044X0X1,10.100.8.77,DENALI 16.3.9,0.0.0.0,1,,V07,4/27/20 1:00
SWIFT-B-ESW-1,WS-C3850-48P-L,FCW2038D1WW,10.100.8.77,DENALI 16.3.9,0.0.0.0,2,,V07,4/27/20 1:00
SWIFT-B-ESW-1,WS-C3850-48P-L,FOC2038X1ED,10.100.8.77,DENALI 16.3.9,0.0.0.0,3,,V07,4/27/20 1:00
SWIFT-B-ESW-1,WS-C3850-48P-L,FOC2039U00D,10.100.8.77,DENALI 16.3.9,0.0.0.0,4,,V07,4/27/20 1:00
SWIFT-B-ESW-1,WS-C3850-48P-L,FOC2033U2DX,10.100.8.77,DENALI 16.3.9,0.0.0.0,5,,V07,4/27/20 1:00
SWIFT-B-ESW-1,WS-C3850-48P-L,FOC2044X0XK,10.100.8.77,DENALI 16.3.9,0.0.0.0,6,,V07,4/27/20 1:00
SWIFT-B-ESW-11,3850-STACK,FCW2044D0V9,10.100.8.74,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
SWIFT-B-ESW-11,WS-C3850-48P-L,FCW2044D0V9,10.100.8.74,DENALI 16.3.9,0.0.0.0,1,,V07,4/27/20 1:00
SWIFT-B-ESW-11,WS-C3850-48P-L,FCW2038C1CA,10.100.8.74,DENALI 16.3.9,0.0.0.0,2,,V07,4/27/20 1:00
SWIFT-B-ESW-11,WS-C3850-48P-L,FCW2038F1LU,10.100.8.74,DENALI 16.3.9,0.0.0.0,3,,V07,4/27/20 1:00
SWIFT-B-ESW-11,WS-C3850-48P-L,FOC2044U16P,10.100.8.74,DENALI 16.3.9,0.0.0.0,4,,V07,4/27/20 1:00
SWIFT-B-ESW-11,WS-C3850-48P-L,FCW2038F1NM,10.100.8.74,DENALI 16.3.9,0.0.0.0,5,,V07,4/27/20 1:00
SWIFT-B-ESW-11,WS-C3850-48P-L,FCW2038D1YJ,10.100.8.74,DENALI 16.3.9,0.0.0.0,6,,V07,4/27/20 1:00
SWIFT-B-ESW-11,WS-C3850-48P-L,FCW2039F00N,10.100.8.74,DENALI 16.3.9,0.0.0.0,7,,V07,4/27/20 1:00
SWIFT-B-ESW-11,WS-C3850-48P-L,FCW2038D1XX,10.100.8.74,DENALI 16.3.9,0.0.0.0,8,,V07,4/27/20 1:00
SWIFT-B-ESW-11,WS-C3850-48P-L,FCW2039D00R,10.100.8.74,DENALI 16.3.9,0.0.0.0,9,,V07,4/27/20 1:00
TARRY-11-ESW-1,3850-STACK,FOC1748U04U,165.124.133.45,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
TARRY-11-ESW-1,WS-C3850-48P-L,FOC1801U0BE,165.124.133.45,DENALI 16.3.9,0.0.0.0,1,,V03,4/27/20 1:00
TARRY-11-ESW-1,WS-C3850-48P-L,FOC1801U0JW,165.124.133.45,DENALI 16.3.9,0.0.0.0,2,,V03,4/27/20 1:00
TARRY-11-ESW-1,WS-C3850-24P-L,FOC1748U04U,165.124.133.45,DENALI 16.3.9,0.0.0.0,3,,V02,4/27/20 1:00
TARRY-12-ESW-2,3850-STACK,FOC1740U07U,165.124.133.126,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
TARRY-12-ESW-2,WS-C3850-48P-L,FOC1752X0DR,165.124.133.126,DENALI 16.3.9,0.0.0.0,1,,V03,4/27/20 1:00
TARRY-12-ESW-2,WS-C3850-24P-L,FOC1740U07U,165.124.133.126,DENALI 16.3.9,0.0.0.0,2,,V02,4/27/20 1:00
TARRY-13-ESW-1,WS-C3850-48P-L,FCW2143F0RL,10.100.22.75,DENALI 16.3.9,0.0.0.0,0,,V07,4/27/20 1:00
TARRY-14-ESW-1,3850-STACK,FOC1806U047,165.124.133.16,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
TARRY-14-ESW-1,WS-C3850-48P-L,FOC1806U047,165.124.133.16,DENALI 16.3.9,0.0.0.0,1,,V03,4/27/20 1:00
TARRY-14-ESW-1,WS-C3850-48P-L,FOC1801U0KR,165.124.133.16,DENALI 16.3.9,0.0.0.0,2,,V03,4/27/20 1:00
TARRY-14-ESW-1,WS-C3850-48P-L,FOC1752Y6ZA,165.124.133.16,DENALI 16.3.9,0.0.0.0,3,,V03,4/27/20 1:00
TARRY-14-ESW-1,WS-C3850-48P-L,FOC1807X0Q5,165.124.133.16,DENALI 16.3.9,0.0.0.0,4,,V03,4/27/20 1:00
TARRY-14-ESW-1,WS-C3850-24P-L,FOC1802X128,165.124.133.16,DENALI 16.3.9,0.0.0.0,5,,V03,4/27/20 1:00
TARRY-15-ESW-1,3850-STACK,FOC1743U1A0,165.124.133.34,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
TARRY-15-ESW-1,WS-C3850-48P-L,FOC1801X0RE,165.124.133.34,DENALI 16.3.9,0.0.0.0,1,,V03,4/27/20 1:00
TARRY-15-ESW-1,WS-C3850-24P-L,FOC1743U1A0,165.124.133.34,DENALI 16.3.9,0.0.0.0,2,,V02,4/27/20 1:00
TARRY-4-ESW-1,3850-STACK,FOC1801U0MN,165.124.133.10,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
TARRY-4-ESW-1,WS-C3850-48P-L,FOC1801U0MN,165.124.133.10,DENALI 16.3.9,0.0.0.0,1,,V03,4/27/20 1:00
TARRY-4-ESW-1,WS-C3850-48P-L,FOC1801X15Z,165.124.133.10,DENALI 16.3.9,0.0.0.0,2,,V03,4/27/20 1:00
TARRY-4-ESW-1,WS-C3850-48P-L,FOC1801X0LE,165.124.133.10,DENALI 16.3.9,0.0.0.0,3,,V03,4/27/20 1:00
TARRY-5-ESW-1,WS-C3850-48P-L,FOC2142X1EJ,10.100.22.74,DENALI 16.3.9,0.0.0.0,0,,V07,4/27/20 1:00
TARRY-6-ESW-1,WS-C3850-48P-L,FCW2143D0W6,10.100.22.77,DENALI 16.3.9,0.0.0.0,0,,V07,4/27/20 1:00
TARRY-7-ESW-2,WS-C3850-48P-L,FOC1801X0R0,165.124.133.63,DENALI 16.3.9,0.0.0.0,0,,V03,4/27/20 1:00
TARRY-9-ESW-2,3850-STACK,FOC2229X1NR,165.124.134.39,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
TARRY-9-ESW-2,WS-C3850-48P-L,FOC1749U08W,165.124.134.39,DENALI 16.3.9,0.0.0.0,1,,V02,4/27/20 1:00
TARRY-9-ESW-2,WS-C3850-48P-L,FOC1801X0KX,165.124.134.39,DENALI 16.3.9,0.0.0.0,2,,V03,4/27/20 1:00
TARRY-9-ESW-2,WS-C3850-48P-L,FOC1752Y4VK,165.124.134.39,DENALI 16.3.9,0.0.0.0,3,,V03,4/27/20 1:00
TARRY-9-ESW-2,WS-C3850-48P-L,FOC1928U0NG,165.124.134.39,DENALI 16.3.9,0.0.0.0,4,,V05,4/27/20 1:00
TARRY-9-ESW-2,WS-C3850-12X48U-L,FOC2229X1NR,165.124.134.39,DENALI 16.3.9,0.0.0.0,5,,V02,4/27/20 1:00
TARRY-B-ESW-1,WS-C3850-48P-L,FCW2142C1SZ,10.100.22.79,DENALI 16.3.9,0.0.0.0,0,,V07,4/27/20 1:00
SMQUAD-B-ESW-1,3850-STACK,0X12,10.100.10.76,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
SMQUAD-B-ESW-1,WS-C3850-48P-L,FOC1926X0NW,10.100.10.76,DENALI 16.3.9,0.0.0.0,1,,V05,4/27/20 1:00
SMQUAD-B-ESW-1,WS-C3850-48P-L,FOC2001U1AZ,10.100.10.76,DENALI 16.3.9,0.0.0.0,2,,V06,4/27/20 1:00
SMQUAD-B-ESW-1,WS-C3850-48P-L,FCW1926D0NS,10.100.10.76,DENALI 16.3.9,0.0.0.0,3,,V05,4/27/20 1:00
SMQUAD-B-ESW-1,WS-C3850-24P-L,FCW1907C018,10.100.10.76,DENALI 16.3.9,0.0.0.0,4,,V05,4/27/20 1:00
SHEIL-B-ESW-1,WS-C3850-24P-L,FOC1812Y1SK,10.100.8.145,DENALI 16.3.9,0.0.0.0,0,,V03,4/27/20 1:00
SEARLE-2-ESW-1,3850-STACK,FCW2143D0SM,10.100.22.71,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
SEARLE-2-ESW-1,WS-C3850-48P-L,FCW2143D0SM,10.100.22.71,DENALI 16.3.9,0.0.0.0,1,,V07,4/27/20 1:00
SEARLE-2-ESW-1,WS-C3850-48P-L,FOC2143U0NP,10.100.22.71,DENALI 16.3.9,0.0.0.0,2,,V07,4/27/20 1:00
SEARLE-4-580-ESW-3,3850-STACK,FCW1823C169,10.100.22.39,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
SEARLE-4-580-ESW-3,WS-C3850-48P-L,FCW1915C0R6,10.100.22.39,DENALI 16.3.9,0.0.0.0,1,,V05,4/27/20 1:00
SEARLE-4-580-ESW-3,WS-C3850-48P-L,FCW1921D0LM,10.100.22.39,DENALI 16.3.9,0.0.0.0,2,,V04,4/27/20 1:00
SEARLE-4-580-ESW-3,WS-C3850-48P-L,FOC1838U150,10.100.22.39,DENALI 16.3.9,0.0.0.0,3,,V04,4/27/20 1:00
SEARLE-4-580-ESW-3,WS-C3850-48P-L,FOC1833U063,10.100.22.39,DENALI 16.3.9,0.0.0.0,4,,V03,4/27/20 1:00
SEARLE-4-580-ESW-3,WS-C3850-48P-L,FOC2001X1K4,10.100.22.39,DENALI 16.3.9,0.0.0.0,5,,V06,4/27/20 1:00
345SUP-17-ESW-1,WS-C3850-24P-L,FOC1728V0E0,10.100.24.44,DENALI 16.3.9,0.0.0.0,0,,V05,4/27/20 1:00
676STCLR-5-ESW-2,WS-C3850-12S-S,FCW2042F2C2,10.100.24.40,DENALI 16.3.9,0.0.0.0,2,,V02,4/27/20 1:00
2255CAMPUS-1662-01C-ESW-1,3850-STACK,FOC2220U06D,10.100.8.231,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
750NLSD-6EAST-ESW-1,WS-C3850-48P-L,FOC2022X1C3,10.100.22.30,DENALI 16.3.9,0.0.0.0,3,,V06,4/27/20 1:00
750NLSD-5WEST-ESW-1,3850-STACK,FOC1901X18K,10.100.22.31,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
750NLSD-5WEST-ESW-1,WS-C3850-48P-L,FOC1835U0LD,10.100.22.31,DENALI 16.3.9,0.0.0.0,1,,V04,4/27/20 1:00
750NLSD-5WEST-ESW-1,WS-C3850-48P-L,FOC1901X18K,10.100.22.31,DENALI 16.3.9,0.0.0.0,2,,V04,4/27/20 1:00
750NLSD-4WEST-ESW-1,3850-STACK,FOC1901X19R,10.100.22.32,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
750NLSD-4WEST-ESW-1,WS-C3850-48P-L,FOC1903X0L3,10.100.22.32,DENALI 16.3.9,0.0.0.0,1,,V05,4/27/20 1:00
750NLSD-4WEST-ESW-1,WS-C3850-48P-L,FOC1903U00Q,10.100.22.32,DENALI 16.3.9,0.0.0.0,2,,V05,4/27/20 1:00
750NLSD-4WEST-ESW-1,WS-C3850-48P-L,FOC1901X19R,10.100.22.32,DENALI 16.3.9,0.0.0.0,3,,V04,4/27/20 1:00
750NLSD-4WEST-ESW-1,WS-C3850-48P-L,FCW1903D0DE,10.100.22.32,DENALI 16.3.9,0.0.0.0,4,,V05,4/27/20 1:00
750NLSD-4WEST-ESW-1,WS-C3850-48P-L,FOC1903U0MC,10.100.22.32,DENALI 16.3.9,0.0.0.0,5,,V05,4/27/20 1:00
750NLSD-10-ESW-1,3850-STACK,FOC1848X0HY,10.100.22.34,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
