
Device Name,Model,Device Type,Service Tag,Service Level Code,Warranty Type,Warranty Description,Service Provider,Shipped Date,Start Date,End Date,Days Remaining
evesx44-idrac.itcs.private,PowerEdge R620,Server,2KXJV12,KK,EXTENDED,Keep Your Hard Drive Service,DELL,6/20/2014,3/22/2018,6/21/2019,0
evesx44-idrac.itcs.private,PowerEdge R620,Server,2KXJV12,ND,EXTENDED,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),UNY,6/20/2014,6/22/2018,6/21/2019,0
evesxcloud45-idrac.itcs.private,PowerEdge R630,Server,7Z01D42,ND,EXTENDED,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),UNY,4/24/2015,4/25/2019,4/24/2020,0
evesxcloud49-idrac.itcs.private,PowerEdge R630,Server,7YZZC42,ND,EXTENDED,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),UNY,4/24/2015,4/25/2019,4/24/2020,0
evesx71-idrac.itcs.private,PowerEdge R630,Server,95FZC42,ND,EXTENDED,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),UNY,4/24/2015,4/25/2019,4/24/2020,0
evracp9-idrac.itcs.private,PowerEdge R620,Server,HP6WK02,GD,EXTENDED,ProSupport Mission Critical,DELL,4/30/2014,5/3/2020,4/30/2021,318
evracp9-idrac.itcs.private,PowerEdge R620,Server,HP6WK02,KK,EXTENDED,Keep Your Hard Drive Service,DELL,4/30/2014,3/8/2018,5/1/2019,0
evracp9-idrac.itcs.private,PowerEdge R620,Server,HP6WK02,S9,EXTENDED,4 Hour 7x24 Onsite Support,UNY,4/30/2014,5/3/2020,4/30/2021,318
evracp10-idrac.itcs.private,PowerEdge R620,Server,HP7YK02,GD,EXTENDED,ProSupport Mission Critical,DELL,4/30/2014,5/3/2020,4/30/2021,318
evracp10-idrac.itcs.private,PowerEdge R620,Server,HP7YK02,KK,EXTENDED,Keep Your Hard Drive Service,DELL,4/30/2014,3/8/2018,5/1/2019,0
evracp10-idrac.itcs.private,PowerEdge R620,Server,HP7YK02,S9,EXTENDED,4 Hour 7x24 Onsite Support,UNY,4/30/2014,5/3/2020,4/30/2021,318
evesx43-idrac.itcs.private,PowerEdge R620,Server,2KWMV12,KK,EXTENDED,Keep Your Hard Drive Service,DELL,6/20/2014,3/22/2018,6/21/2019,0
evesx43-idrac.itcs.private,PowerEdge R620,Server,2KWMV12,ND,EXTENDED,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),UNY,6/20/2014,6/22/2018,6/21/2019,0
evracp8-idrac.itcs.private,PowerEdge R620,Server,HP8XK02,GD,EXTENDED,ProSupport Mission Critical,DELL,4/30/2014,5/3/2020,4/30/2021,318
evracp8-idrac.itcs.private,PowerEdge R620,Server,HP8XK02,KK,EXTENDED,Keep Your Hard Drive Service,DELL,4/30/2014,3/8/2018,5/1/2019,0
evracp8-idrac.itcs.private,PowerEdge R620,Server,HP8XK02,S9,EXTENDED,4 Hour 7x24 Onsite Support,UNY,4/30/2014,5/3/2020,4/30/2021,318
evract8-idrac.itcs.private,PowerEdge R620,Server,HP5XK02,KK,EXTENDED,Keep Your Hard Drive Service,DELL,4/29/2014,5/1/2020,4/28/2021,316
evract8-idrac.itcs.private,PowerEdge R620,Server,HP5XK02,ND,EXTENDED,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),UNY,4/29/2014,5/1/2020,4/28/2021,316
evract7-idrac.itcs.private,PowerEdge R620,Server,HP5WK02,KK,EXTENDED,Keep Your Hard Drive Service,DELL,4/29/2014,5/1/2020,4/28/2021,316
evract7-idrac.itcs.private,PowerEdge R620,Server,HP5WK02,ND,EXTENDED,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),UNY,4/29/2014,5/1/2020,4/28/2021,316
evract11-idrac.itcs.private,PowerEdge R620,Server,HP5ZK02,KK,EXTENDED,Keep Your Hard Drive Service,DELL,4/29/2014,5/1/2020,4/28/2021,316
evract11-idrac.itcs.private,PowerEdge R620,Server,HP5ZK02,ND,EXTENDED,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),UNY,4/29/2014,5/1/2020,4/28/2021,316
evracp7-idrac.itcs.private,PowerEdge R620,Server,HP9TK02,GD,EXTENDED,ProSupport Mission Critical,DELL,4/30/2014,5/3/2020,4/30/2021,318
evracp7-idrac.itcs.private,PowerEdge R620,Server,HP9TK02,KK,EXTENDED,Keep Your Hard Drive Service,DELL,4/30/2014,3/8/2018,5/1/2019,0
evracp7-idrac.itcs.private,PowerEdge R620,Server,HP9TK02,S9,EXTENDED,4 Hour 7x24 Onsite Support,UNY,4/30/2014,5/3/2020,4/30/2021,318
evesx72-idrac.itcs.private,PowerEdge R630,Server,7Z02D42,ND,EXTENDED,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),UNY,4/24/2015,4/25/2019,4/24/2020,0
evesxtnsc01n03-idrac.itcs.private,PowerEdge R730,Server,5XQ5V52,ND,EXTENDED,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),UNY,8/17/2015,8/18/2019,8/17/2020,62
evesxtnsc01n03-idrac.itcs.private,PowerEdge R730,Server,5XQ5V52,P+,EXTENDED,ProSupport Plus,DELL,8/17/2015,8/18/2019,8/17/2020,62
evcspdpm01-bk.itcs.private,PowerEdge R710,Server,53NGXQ1,ND,EXTENDED,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),UNY,7/21/2011,7/22/2017,7/24/2018,0
evesx17-idrac.itcs.private,PowerEdge R620,Server,9S8JDX1,S4,EXTENDED,4 Hour 5x10 Onsite Support,UNY,5/8/2013,5/9/2014,5/8/2017,0
evesxc01n04-q39-idrac.itcs.private,PowerEdge R630,Server,HLQBJH2,GD,INITIAL,ProSupport Mission Critical,DELL,5/24/2017,5/24/2017,5/24/2021,342
evesxc01n04-q39-idrac.itcs.private,PowerEdge R630,Server,HLQBJH2,S9,EXTENDED,4 Hour 7x24 Onsite Support,UNY,5/24/2017,5/26/2021,5/26/2022,709
evesxc01n04-q39-idrac.itcs.private,PowerEdge R630,Server,HLQBJH2,S9,INITIAL,4 Hour 7x24 Onsite Support,UNY,5/24/2017,5/24/2018,5/24/2021,342
coitest-idrac.itcs.private,PowerEdge R730xd,Server,235S182,ND,INITIAL,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),UNY,10/14/2015,10/14/2015,10/14/2020,120
coitestdata-idrac.itcs.private,PowerEdge R730xd,Server,235V182,ND,INITIAL,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),UNY,10/14/2015,10/14/2015,10/14/2020,120
evesx74-idrac.itcs.private,PowerEdge R630,Server,CQ60V52,ND,EXTENDED,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),UNY,8/14/2015,8/15/2019,8/14/2020,59
evsplidx03-idrac.itcs.private,PowerEdge R630,Server,BVQFS52,ND,EXTENDED,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),UNY,7/14/2015,7/15/2019,7/14/2020,28
vmbkup03a-bk.itcs.private,PowerEdge R630,Server,10TXT52,ND,EXTENDED,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),UNY,8/7/2015,8/9/2020,8/7/2021,417
vmbkup03a-bk.itcs.private,PowerEdge R630,Server,10TXT52,ND,EXTENDED,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),UNY,8/7/2015,8/8/2019,8/7/2020,52
evesx81-idrac.itcs.private,PowerEdge R630,Server,CQ5WT52,ND,EXTENDED,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),UNY,8/14/2015,8/15/2019,8/14/2020,59
vmbkup05-idrac.itcs.private,PowerEdge R640,Server,8TFH333,ND,INITIAL,Onsite Service After Remote Diagnosis (Consumer Customer)/ Next Business Day Onsite After Remote Diagnosis (Commercial Customer),UNY,3/21/2020,3/21/2020,3/21/2024,1374
