IP	Name	Module_num	Model	Serial	Software	firmware	memory	HW	Last Seen	Module ip	
10.100.10.103	willard-b042-00a-esw-1	3	WS-C3850-48P-L	FOC2142X1DS	Denali 16.3.8		0	V07	4/27/20 1:00	0.0.0.0	
10.100.10.103	willard-b042-00a-esw-1	2	WS-C3850-48P-L	FCW2143C0QZ	Denali 16.3.8		0	V07	4/27/20 1:00	0.0.0.0	
10.100.22.33	750nlsd-12-190-esw-1	0	3850-stack	FCW2022C1JZ	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.22.33	750nlsd-12-190-esw-1	1	WS-C3850-48P-L	FOC1903X06N	Denali 16.3.9		0	V05	4/27/20 1:00	0.0.0.0	
10.100.22.33	750nlsd-12-190-esw-1	2	WS-C3850-48P-L	FCW2022C1JZ	Denali 16.3.9		0	V06	4/27/20 1:00	0.0.0.0	
10.100.22.33	750nlsd-12-190-esw-1	3	WS-C3850-48P-L	FOC1903U0MD	Denali 16.3.9		0	V05	4/27/20 1:00	0.0.0.0	
10.100.10.103	willard-b042-00a-esw-1	1	WS-C3850-48P-L	FOC2120U0QT	Denali 16.3.8		0	V07	4/27/20 1:00	0.0.0.0	
10.100.10.103	willard-b042-00a-esw-1	0	3850-stack	FOC2120U0QT	Denali 16.3.8		0		4/27/20 1:00	0.0.0.0	
10.100.10.101	700univ-1-esw-1	0	WS-C3850-48P-L	FOC2120L0L1	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
199.249.169.169	tech-rtr-6	2	N7K-M108X2-12L	JAF1626BHKR	6.2(20a)	6.2(20a)	0	V04	4/27/20 1:00	0.0.0.0	
10.100.24.43	345sup-15-esw-1	0	3850-stack	FCW1818C0J0	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.10.95	health-b-esw-1	0	3850-stack	FOC2035X0J1	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.10.95	health-b-esw-1	6	WS-C3850-48P-L	FCW2035D0EY	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.10.95	health-b-esw-1	5	WS-C3850-48P-L	FOC2035X0J7	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.10.95	health-b-esw-1	4	WS-C3850-48P-L	FOC2035X0J1	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.24.43	345sup-15-esw-1	1	WS-C3850-48P-L	FCW1818C0J0	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
10.100.24.43	345sup-15-esw-1	2	WS-C3850-48P-L	FCW2106F0XE	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
199.249.169.169	tech-rtr-6	3	N7K-F248XP-25E	JAE203804HX	6.2(20a)	6.2(20a)	0	V02	4/27/20 1:00	0.0.0.0	
199.249.169.169	tech-rtr-6	4	N7K-F248XP-25E	JAE202206T2	6.2(20a)	6.2(20a)	0	V02	4/27/20 1:00	0.0.0.0	
199.249.169.169	tech-rtr-6	5	N7K-SUP2E	JAE1914001T	6.2(20a)	6.2(20a)	0	V03	4/27/20 1:00	0.0.0.0	
10.100.10.41	englhrt-3-esw-1	2	WS-C3750X-48P	FDO1617R36L	15.0(2)SE8		0	V02	4/27/20 1:00	0.0.0.0	
10.100.10.41	englhrt-3-esw-1	3	WS-C3750X-24P	FDO1639Z0HA	15.0(2)SE8		0	V03	4/27/20 1:00	0.0.0.0	
10.100.10.45	2020rdg-180-esw-2	0	WS-C3850-24P-L	FOC1710V0C8	Denali 16.3.9		0	V01	4/27/20 1:00	0.0.0.0	
10.100.10.46	2020rdg-2-esw-1	0	3750-stack	0x0F	15.2(4)E6		0		4/27/20 1:00	0.0.0.0	
10.100.10.46	2020rdg-2-esw-1	1	WS-C3750X-48P	FDO1537K119	15.2(4)E6		0	V02	4/27/20 1:00	0.0.0.0	
10.100.10.46	2020rdg-2-esw-1	2	WS-C3750X-48P	FDO1617V0S7	15.2(4)E6		0	V02	4/27/20 1:00	0.0.0.0	
10.100.10.46	2020rdg-2-esw-1	3	WS-C3750X-24P	FDO1717H0C5	15.2(4)E6		0	V04	4/27/20 1:00	0.0.0.0	
10.100.10.50	2020rdg-4-esw-2	0	3850-stack	FOC2220X03Q	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.10.50	2020rdg-4-esw-2	1	WS-C3850-48P-L	FOC2220X03Q	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.8.166	seawest-b-esw-1	0	3850-stack	FCW1833C04H	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.8.168	seawest-224-esw-1	6	WS-C3850-48P-L	FCW2001F0JN	Denali 16.3.9		0	V06	4/27/20 1:00	0.0.0.0	
10.100.8.168	seawest-224-esw-1	2	WS-C3850-48P-L	FCW1824C03Q	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
10.100.8.168	seawest-224-esw-1	3	WS-C3850-48P-L	FOC1816X084	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
10.100.8.168	seawest-224-esw-1	4	WS-C3850-48P-L	FOC1820X0TW	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
10.100.8.168	seawest-224-esw-1	5	WS-C3850-48P-L	FCW2001C192	Denali 16.3.9		0	V06	4/27/20 1:00	0.0.0.0	
199.249.169.179	evdc-rtr-1	12	N7K-F248XP-25E	JAF1706ADPH	6.2(20a)	6.2(20a)	0	V01	4/27/20 1:00	0.0.0.0	
10.100.6.72	tech-eb28-esw-2	0	3850-stack	FOC1838X130	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.6.72	tech-eb28-esw-2	1	WS-C3850-48P-L	FOC1838U153	Denali 16.3.9		0	V04	4/27/20 1:00	0.0.0.0	
10.100.6.72	tech-eb28-esw-2	2	WS-C3850-48P-L	FOC1838X130	Denali 16.3.9		0	V04	4/27/20 1:00	0.0.0.0	
10.100.6.72	tech-eb28-esw-2	3	WS-C3850-48P-L	FOC1838U14B	Denali 16.3.9		0	V04	4/27/20 1:00	0.0.0.0	
10.100.6.72	tech-eb28-esw-2	4	WS-C3850-48P-L	FOC1832X1FR	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
10.100.6.53	tech-eg28-esw-5	0	3750-stack	0x0F	15.2(4)E6		0		4/27/20 1:00	0.0.0.0	
10.100.6.53	tech-eg28-esw-5	1	WS-C3750X-48P	FDO1433P066	15.2(4)E6		0	V01	4/27/20 1:00	0.0.0.0	
10.100.6.53	tech-eg28-esw-5	2	WS-C3750X-48P	FDO1527P20K	15.2(4)E6		0	V02	4/27/20 1:00	0.0.0.0	
10.100.6.53	tech-eg28-esw-5	3	WS-C3750X-48P	FDO1528R0G4	15.2(4)E6		0	V02	4/27/20 1:00	0.0.0.0	
10.100.6.53	tech-eg28-esw-5	4	WS-C3750X-48P	FDO1717P2AN	15.2(4)E6		0	V04	4/27/20 1:00	0.0.0.0	
10.100.6.105	tech-f145-esw-1	0	3850-stack	FCW1838C182	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.6.105	tech-f145-esw-1	1	WS-C3850-48P-L	FOC1838U12F	Denali 16.3.9		0	V04	4/27/20 1:00	0.0.0.0	
10.100.6.105	tech-f145-esw-1	2	WS-C3850-48P-L	FCW1838C182	Denali 16.3.9		0	V04	4/27/20 1:00	0.0.0.0	
10.100.6.105	tech-f145-esw-1	3	WS-C3850-48P-L	FOC1820U182	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
10.100.6.105	tech-f145-esw-1	4	WS-C3850-48P-L	FOC1820U186	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
10.100.6.105	tech-f145-esw-1	5	WS-C3850-48P-L	FCW1820C0PX	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
10.100.6.105	tech-f145-esw-1	6	WS-C3850-48P-L	FCW1828C0SB	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
10.100.6.106	tech-f257-esw-1	0	3850-stack	FCW1838C17Q	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.6.106	tech-f257-esw-1	1	WS-C3850-48P-L	FOC1820U197	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
10.100.6.106	tech-f257-esw-1	2	WS-C3850-48P-L	FCW1838C17Q	Denali 16.3.9		0	V04	4/27/20 1:00	0.0.0.0	
10.100.6.106	tech-f257-esw-1	3	WS-C3850-48P-L	FOC1819X126	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
10.100.6.106	tech-f257-esw-1	4	WS-C3850-48P-L	FOC1820U1D2	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
10.100.6.106	tech-f257-esw-1	5	WS-C3850-48P-L	FCW1820C0QW	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
10.100.6.83	tech-f286-esw-1	0	3750-stack	FDO1629R4PV	15.2(4)E6		0		4/27/20 1:00	0.0.0.0	
10.100.6.83	tech-f286-esw-1	1	WS-C3750X-48P	FDO1537Z06N	15.2(4)E6		0	V02	4/27/20 1:00	0.0.0.0	
10.100.6.83	tech-f286-esw-1	2	WS-C3750X-48P	FDO1537R0B4	15.2(4)E6		0	V02	4/27/20 1:00	0.0.0.0	
10.100.6.83	tech-f286-esw-1	3	WS-C3750X-48P	FDO1537Z0G1	15.2(4)E6		0	V02	4/27/20 1:00	0.0.0.0	
10.100.6.83	tech-f286-esw-1	4	WS-C3750X-48P	FDO1537V0A9	15.2(4)E6		0	V02	4/27/20 1:00	0.0.0.0	
10.100.6.83	tech-f286-esw-1	5	WS-C3750X-48P	FDO1537V0AG	15.2(4)E6		0	V02	4/27/20 1:00	0.0.0.0	
10.100.6.83	tech-f286-esw-1	6	WS-C3750X-48P	FDO1537P0EA	15.2(4)E6		0	V02	4/27/20 1:00	0.0.0.0	
10.100.6.83	tech-f286-esw-1	7	WS-C3750X-48P	FDO1629R4PV	15.2(4)E6		0	V03	4/27/20 1:00	0.0.0.0	
10.100.6.83	tech-f286-esw-1	8	WS-C3750X-48P	FDO1629R4P1	15.2(4)E6		0	V03	4/27/20 1:00	0.0.0.0	
10.100.6.88	tech-f286-esw-2	0	3750-stack	FDO1706R1M9	15.2(4)E6		0		4/27/20 1:00	0.0.0.0	
10.100.6.88	tech-f286-esw-2	1	WS-C3750X-48P	FDO1649Z2KV	15.2(4)E6		0	V04	4/27/20 1:00	0.0.0.0	
10.100.6.88	tech-f286-esw-2	2	WS-C3750X-48P	FDO1648Z1GC	15.2(4)E6		0	V04	4/27/20 1:00	0.0.0.0	
10.100.6.88	tech-f286-esw-2	3	WS-C3750X-48P	FDO1706R1M9	15.2(4)E6		0	V04	4/27/20 1:00	0.0.0.0	
10.100.6.88	tech-f286-esw-2	4	WS-C3750X-24P	FDO1526K0RA	15.2(4)E6		0	V02	4/27/20 1:00	0.0.0.0	
10.100.6.88	tech-f286-esw-2	5	WS-C3750X-48P	FDO1649Z2LA	15.2(4)E6		0	V04	4/27/20 1:00	0.0.0.0	
10.100.6.52	tech-g115-esw-1	0	3750-stack	FDO1650P171	15.2(4)E6		0		4/27/20 1:00	0.0.0.0	
10.100.6.52	tech-g115-esw-1	1	WS-C3750X-48P	FDO1527P212	15.2(4)E6		0	V02	4/27/20 1:00	0.0.0.0	
10.100.6.52	tech-g115-esw-1	2	WS-C3750X-48P	FDO1717W015	15.2(4)E6		0	V04	4/27/20 1:00	0.0.0.0	
10.100.6.52	tech-g115-esw-1	3	WS-C3750X-48P	FDO1650P171	15.2(4)E6		0	V04	4/27/20 1:00	0.0.0.0	
10.100.6.107	tech-g213-esw-1	0	3850-stack	FCW1828C0SA	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.6.107	tech-g213-esw-1	1	WS-C3850-48P-L	FCW1828C0SA	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
10.100.6.107	tech-g213-esw-1	2	WS-C3850-48P-L	FOC1829X11F	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
10.100.6.107	tech-g213-esw-1	3	WS-C3850-48P-L	FOC1828U0SR	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
165.124.133.60	tarry-idf-esw-1	0	3850-stack	FCW2120C0C8	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
165.124.133.60	tarry-idf-esw-1	1	WS-C3850-48P-L	FOC1803X0A3	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
165.124.133.60	tarry-idf-esw-1	2	WS-C3850-48P-L	FOC1807U0Q2	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
165.124.133.60	tarry-idf-esw-1	3	WS-C3850-48P-L	FOC1807X0RH	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
165.124.133.60	tarry-idf-esw-1	4	WS-C3850-48P-L	FOC1803X0AF	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
165.124.133.60	tarry-idf-esw-1	5	WS-C3850-48P-L	FCW1820C0GZ	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
165.124.133.60	tarry-idf-esw-1	6	WS-C3850-48P-L	FOC2001X1H7	Denali 16.3.9		0	V06	4/27/20 1:00	0.0.0.0	
165.124.133.60	tarry-idf-esw-1	7	WS-C3850-12X48U-L	FCW2120C0C8	Denali 16.3.9		0	V02	4/27/20 1:00	0.0.0.0	
165.124.133.30	tarry-idf-esw-3	0	3850-stack	FOC1807Y5H0	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
165.124.133.30	tarry-idf-esw-3	1	WS-C3850-48P-L	FOC1801Y25Y	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
165.124.133.30	tarry-idf-esw-3	2	WS-C3850-48P-L	FOC1801U0JC	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
165.124.133.30	tarry-idf-esw-3	3	WS-C3850-48P-L	FOC1801U0NL	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
165.124.133.30	tarry-idf-esw-3	4	WS-C3850-48P-L	FOC1807Y5H0	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
165.124.133.30	tarry-idf-esw-3	5	WS-C3850-48P-L	FOC1807X0Q4	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
165.124.133.30	tarry-idf-esw-3	6	WS-C3850-48P-L	FOC1801X0DE	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
165.124.133.30	tarry-idf-esw-3	7	WS-C3850-48P-L	FOC1810U0BN	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
10.100.8.155	softball-go-esw-1	0	WS-C3850-48P-L	FCW2142F1K7	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.8.78	swift-annex-esw-1	0	3850-stack	FOC2050U04P	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.8.78	swift-annex-esw-1	1	WS-C3850-48P-L	FCW2050C0A3	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.8.78	swift-annex-esw-1	2	WS-C3850-48P-L	FOC2050U04P	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.8.78	swift-annex-esw-1	3	WS-C3850-48P-L	FCW2050C0A9	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.8.78	swift-annex-esw-1	4	WS-C3850-48P-L	FCW2050C0AA	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.8.77	swift-b-esw-1	0	3850-stack	FOC2038X1ED	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.8.77	swift-b-esw-1	1	WS-C3850-48P-L	FOC2044X0X1	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.8.77	swift-b-esw-1	2	WS-C3850-48P-L	FCW2038D1WW	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.8.77	swift-b-esw-1	3	WS-C3850-48P-L	FOC2038X1ED	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.8.77	swift-b-esw-1	4	WS-C3850-48P-L	FOC2039U00D	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.8.77	swift-b-esw-1	5	WS-C3850-48P-L	FOC2033U2DX	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.8.77	swift-b-esw-1	6	WS-C3850-48P-L	FOC2044X0XK	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.8.74	swift-b-esw-11	0	3850-stack	FCW2044D0V9	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.8.74	swift-b-esw-11	1	WS-C3850-48P-L	FCW2044D0V9	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.8.74	swift-b-esw-11	2	WS-C3850-48P-L	FCW2038C1CA	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.8.74	swift-b-esw-11	3	WS-C3850-48P-L	FCW2038F1LU	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.8.74	swift-b-esw-11	4	WS-C3850-48P-L	FOC2044U16P	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.8.74	swift-b-esw-11	5	WS-C3850-48P-L	FCW2038F1NM	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.8.74	swift-b-esw-11	6	WS-C3850-48P-L	FCW2038D1YJ	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.8.74	swift-b-esw-11	7	WS-C3850-48P-L	FCW2039F00N	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.8.74	swift-b-esw-11	8	WS-C3850-48P-L	FCW2038D1XX	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.8.74	swift-b-esw-11	9	WS-C3850-48P-L	FCW2039D00R	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
165.124.133.45	tarry-11-esw-1	0	3850-stack	FOC1748U04U	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
165.124.133.45	tarry-11-esw-1	1	WS-C3850-48P-L	FOC1801U0BE	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
165.124.133.45	tarry-11-esw-1	2	WS-C3850-48P-L	FOC1801U0JW	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
165.124.133.45	tarry-11-esw-1	3	WS-C3850-24P-L	FOC1748U04U	Denali 16.3.9		0	V02	4/27/20 1:00	0.0.0.0	
165.124.133.126	tarry-12-esw-2	0	3850-stack	FOC1740U07U	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
165.124.133.126	tarry-12-esw-2	1	WS-C3850-48P-L	FOC1752X0DR	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
165.124.133.126	tarry-12-esw-2	2	WS-C3850-24P-L	FOC1740U07U	Denali 16.3.9		0	V02	4/27/20 1:00	0.0.0.0	
10.100.22.75	tarry-13-esw-1	0	WS-C3850-48P-L	FCW2143F0RL	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
165.124.133.16	tarry-14-esw-1	0	3850-stack	FOC1806U047	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
165.124.133.16	tarry-14-esw-1	1	WS-C3850-48P-L	FOC1806U047	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
165.124.133.16	tarry-14-esw-1	2	WS-C3850-48P-L	FOC1801U0KR	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
165.124.133.16	tarry-14-esw-1	3	WS-C3850-48P-L	FOC1752Y6ZA	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
165.124.133.16	tarry-14-esw-1	4	WS-C3850-48P-L	FOC1807X0Q5	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
165.124.133.16	tarry-14-esw-1	5	WS-C3850-24P-L	FOC1802X128	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
165.124.133.34	tarry-15-esw-1	0	3850-stack	FOC1743U1A0	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
165.124.133.34	tarry-15-esw-1	1	WS-C3850-48P-L	FOC1801X0RE	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
165.124.133.34	tarry-15-esw-1	2	WS-C3850-24P-L	FOC1743U1A0	Denali 16.3.9		0	V02	4/27/20 1:00	0.0.0.0	
165.124.133.10	tarry-4-esw-1	0	3850-stack	FOC1801U0MN	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
165.124.133.10	tarry-4-esw-1	1	WS-C3850-48P-L	FOC1801U0MN	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
165.124.133.10	tarry-4-esw-1	2	WS-C3850-48P-L	FOC1801X15Z	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
165.124.133.10	tarry-4-esw-1	3	WS-C3850-48P-L	FOC1801X0LE	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
10.100.22.74	tarry-5-esw-1	0	WS-C3850-48P-L	FOC2142X1EJ	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.22.77	tarry-6-esw-1	0	WS-C3850-48P-L	FCW2143D0W6	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
165.124.133.63	tarry-7-esw-2	0	WS-C3850-48P-L	FOC1801X0R0	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
165.124.134.39	tarry-9-esw-2	0	3850-stack	FOC2229X1NR	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
165.124.134.39	tarry-9-esw-2	1	WS-C3850-48P-L	FOC1749U08W	Denali 16.3.9		0	V02	4/27/20 1:00	0.0.0.0	
165.124.134.39	tarry-9-esw-2	2	WS-C3850-48P-L	FOC1801X0KX	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
165.124.134.39	tarry-9-esw-2	3	WS-C3850-48P-L	FOC1752Y4VK	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
165.124.134.39	tarry-9-esw-2	4	WS-C3850-48P-L	FOC1928U0NG	Denali 16.3.9		0	V05	4/27/20 1:00	0.0.0.0	
165.124.134.39	tarry-9-esw-2	5	WS-C3850-12X48U-L	FOC2229X1NR	Denali 16.3.9		0	V02	4/27/20 1:00	0.0.0.0	
10.100.22.79	tarry-b-esw-1	0	WS-C3850-48P-L	FCW2142C1SZ	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.10.76	smquad-b-esw-1	0	3850-stack	0x12	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.10.76	smquad-b-esw-1	1	WS-C3850-48P-L	FOC1926X0NW	Denali 16.3.9		0	V05	4/27/20 1:00	0.0.0.0	
10.100.10.76	smquad-b-esw-1	2	WS-C3850-48P-L	FOC2001U1AZ	Denali 16.3.9		0	V06	4/27/20 1:00	0.0.0.0	
10.100.10.76	smquad-b-esw-1	3	WS-C3850-48P-L	FCW1926D0NS	Denali 16.3.9		0	V05	4/27/20 1:00	0.0.0.0	
10.100.10.76	smquad-b-esw-1	4	WS-C3850-24P-L	FCW1907C018	Denali 16.3.9		0	V05	4/27/20 1:00	0.0.0.0	
10.100.8.145	sheil-b-esw-1	0	WS-C3850-24P-L	FOC1812Y1SK	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
10.100.22.71	searle-2-esw-1	0	3850-stack	FCW2143D0SM	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.22.71	searle-2-esw-1	1	WS-C3850-48P-L	FCW2143D0SM	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.22.71	searle-2-esw-1	2	WS-C3850-48P-L	FOC2143U0NP	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.22.39	searle-4-580-esw-3	0	3850-stack	FCW1823C169	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.22.39	searle-4-580-esw-3	1	WS-C3850-48P-L	FCW1915C0R6	Denali 16.3.9		0	V05	4/27/20 1:00	0.0.0.0	
10.100.22.39	searle-4-580-esw-3	2	WS-C3850-48P-L	FCW1921D0LM	Denali 16.3.9		0	V04	4/27/20 1:00	0.0.0.0	
10.100.22.39	searle-4-580-esw-3	3	WS-C3850-48P-L	FOC1838U150	Denali 16.3.9		0	V04	4/27/20 1:00	0.0.0.0	
10.100.22.39	searle-4-580-esw-3	4	WS-C3850-48P-L	FOC1833U063	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
10.100.22.39	searle-4-580-esw-3	5	WS-C3850-48P-L	FOC2001X1K4	Denali 16.3.9		0	V06	4/27/20 1:00	0.0.0.0	
10.100.24.44	345sup-17-esw-1	0	WS-C3850-24P-L	FOC1728V0E0	Denali 16.3.9		0	V05	4/27/20 1:00	0.0.0.0	
10.100.24.40	676stclr-5-esw-2	2	WS-C3850-12S-S	FCW2042F2C2	Denali 16.3.9		0	V02	4/27/20 1:00	0.0.0.0	
10.100.8.231	2255campus-1662-01c-esw-1	0	3850-stack	FOC2220U06D	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.22.30	750nlsd-6east-esw-1	3	WS-C3850-48P-L	FOC2022X1C3	Denali 16.3.9		0	V06	4/27/20 1:00	0.0.0.0	
10.100.22.31	750nlsd-5west-esw-1	0	3850-stack	FOC1901X18K	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.22.31	750nlsd-5west-esw-1	1	WS-C3850-48P-L	FOC1835U0LD	Denali 16.3.9		0	V04	4/27/20 1:00	0.0.0.0	
10.100.22.31	750nlsd-5west-esw-1	2	WS-C3850-48P-L	FOC1901X18K	Denali 16.3.9		0	V04	4/27/20 1:00	0.0.0.0	
10.100.22.32	750nlsd-4west-esw-1	0	3850-stack	FOC1901X19R	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.22.32	750nlsd-4west-esw-1	1	WS-C3850-48P-L	FOC1903X0L3	Denali 16.3.9		0	V05	4/27/20 1:00	0.0.0.0	
10.100.22.32	750nlsd-4west-esw-1	2	WS-C3850-48P-L	FOC1903U00Q	Denali 16.3.9		0	V05	4/27/20 1:00	0.0.0.0	
10.100.22.32	750nlsd-4west-esw-1	3	WS-C3850-48P-L	FOC1901X19R	Denali 16.3.9		0	V04	4/27/20 1:00	0.0.0.0	
10.100.22.32	750nlsd-4west-esw-1	4	WS-C3850-48P-L	FCW1903D0DE	Denali 16.3.9		0	V05	4/27/20 1:00	0.0.0.0	
10.100.22.32	750nlsd-4west-esw-1	5	WS-C3850-48P-L	FOC1903U0MC	Denali 16.3.9		0	V05	4/27/20 1:00	0.0.0.0	
10.100.22.34	750nlsd-10-esw-1	0	3850-stack	FOC1848X0HY	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.22.34	750nlsd-10-esw-1	1	WS-C3850-48P-L	FOC1848U0FU	Denali 16.3.9		0	V04	4/27/20 1:00	0.0.0.0	
10.100.22.34	750nlsd-10-esw-1	2	WS-C3850-48P-L	FOC1907U0K3	Denali 16.3.9		0	V04	4/27/20 1:00	0.0.0.0	
10.100.22.34	750nlsd-10-esw-1	3	WS-C3850-48P-L	FCW1903C04E	Denali 16.3.9		0	V05	4/27/20 1:00	0.0.0.0	
10.100.22.34	750nlsd-10-esw-1	4	WS-C3850-48P-L	FOC1907X0JF	Denali 16.3.9		0	V04	4/27/20 1:00	0.0.0.0	
